sale_date,product_category_name,order_units,unit_price,customer_state
2018-05-23,utilidades_domesticas,1,180.0,SC
2018-05-23,esporte_lazer,1,69.99,SC
2017-10-09,brinquedos,1,54.0,SP
2017-12-27,artigos_de_natal,1,6.19,SP
2017-11-24,telefonia,1,18.99,GO
2017-08-21,ferramentas_jardim,1,59.9,ES
2018-02-27,beleza_saude,1,280.0,SC
2017-09-20,telefonia,1,280.0,SP
2018-08-02,informatica_acessorios,1,129.0,MG
2018-03-01,informatica_acessorios,1,38.9,MG
2018-01-08,relogios_presentes,1,214.0,SC
2017-11-30,cama_mesa_banho,1,144.9,MG
2018-08-12,beleza_saude,1,364.0,MT
2018-03-25,esporte_lazer,1,99.9,PR
2018-01-10,eletronicos,1,19.9,PR
2018-03-09,alimentos_bebidas,1,35.9,SP
2017-07-18,esporte_lazer,2,160.0,PR
2017-10-22,esporte_lazer,1,38.94,SC
2018-02-23,consoles_games,1,689.89,SP
2018-07-13,esporte_lazer,1,299.0,RS
2017-01-13,relogios_presentes,1,279.0,CE
2017-11-27,moveis_decoracao,1,37.5,RJ
2018-01-17,esporte_lazer,1,58.5,MS
2018-02-10,utilidades_domesticas,1,25.0,SP
2017-10-02,beleza_saude,1,389.0,SC
2017-07-08,cool_stuff,1,99.9,GO
2018-02-06,ferramentas_jardim,1,49.9,RJ
2017-12-23,relogios_presentes,1,29.9,MG
2017-11-18,eletronicos,1,299.9,SP
2017-06-23,cool_stuff,1,329.2,RJ
2018-05-10,beleza_saude,1,58.0,RJ
2018-05-10,market_place,1,65.0,RJ
2018-03-29,moveis_decoracao,3,35.0,DF
2017-04-09,informatica_acessorios,1,46.86,RS
2018-01-19,moveis_sala,1,32.99,BA
2017-12-05,perfumaria,1,119.9,ES
2017-03-25,beleza_saude,1,59.9,SP
2018-02-28,esporte_lazer,1,738.0,RS
2017-05-12,moveis_decoracao,1,23.49,RJ
2017-08-21,moveis_decoracao,1,112.5,RJ
2017-09-22,cama_mesa_banho,1,89.9,RJ
2018-01-13,moveis_decoracao,1,59.55,MG
2017-06-27,cama_mesa_banho,2,80.0,SP
2018-04-23,beleza_saude,1,90.0,SP
2017-10-02,esporte_lazer,1,229.9,SP
2018-08-08,utilidades_domesticas,1,260.0,MG
2018-03-19,malas_acessorios,1,35.0,SP
2018-02-06,relogios_presentes,1,229.0,SP
2018-02-20,eletronicos,1,49.99,MG
2017-10-18,esporte_lazer,1,69.9,MG
2017-12-03,brinquedos,1,79.9,SP
2017-08-02,cool_stuff,1,99.99,RJ
2017-05-29,cool_stuff,1,109.99,MG
2018-05-05,perfumaria,1,319.99,RJ
2018-08-11,esporte_lazer,1,369.9,RJ
2017-12-18,eletronicos,1,113.0,PA
2017-08-15,market_place,1,27.93,RS
2018-05-04,esporte_lazer,1,69.9,MG
2017-08-29,moveis_decoracao,1,144.77,SC
2017-08-31,beleza_saude,1,102.0,SP
2018-01-26,eletronicos,1,135.9,RJ
2017-07-26,bebes,1,229.99,SP
2017-05-01,bebes,1,54.9,MT
2017-05-01,bebes,1,149.9,MT
2018-02-11,market_place,2,79.9,PR
2017-03-20,cama_mesa_banho,1,96.2,BA
2017-04-27,relogios_presentes,1,29.0,MG
2018-05-11,automotivo,1,159.99,SP
2017-10-07,telefonia,1,79.9,MG
2017-10-05,telefonia,2,29.9,SP
2018-06-11,cama_mesa_banho,1,71.9,MG
2018-03-28,pet_shop,1,95.0,RJ
2018-01-31,cama_mesa_banho,1,61.8,SP
2018-01-17,telefonia,1,12.98,RO
2018-05-06,moveis_decoracao,1,40.9,SP
2018-03-09,utilidades_domesticas,1,47.9,BA
2018-03-09,cama_mesa_banho,1,69.9,BA
2017-05-10,brinquedos,1,35.0,SP
2017-11-27,automotivo,2,76.38,RJ
2018-03-26,eletronicos,1,144.9,RJ
2018-01-30,bebes,1,50.0,SP
2017-06-06,informatica_acessorios,1,175.91,SP
2017-12-21,papelaria,1,79.0,DF
2018-04-06,casa_construcao,1,65.9,MS
2018-07-02,moveis_decoracao,1,399.9,SP
2017-04-09,perfumaria,1,79.9,SP
2018-04-29,informatica_acessorios,1,53.99,PR
2016-10-06,pet_shop,1,109.9,RJ
2018-08-06,utilidades_domesticas,1,126.99,SP
2017-08-25,esporte_lazer,1,22.0,PE
2017-05-10,cama_mesa_banho,1,73.9,RJ
2018-08-13,cama_mesa_banho,1,39.99,RJ
2018-07-18,agro_industria_e_comercio,1,940.5,MG
2018-04-09,relogios_presentes,1,168.9,SP
2018-06-22,esporte_lazer,1,390.0,SP
2017-06-28,utilidades_domesticas,1,59.9,MS
2018-08-17,beleza_saude,1,49.99,GO
2018-07-01,relogios_presentes,1,588.5,RN
2017-07-01,brinquedos,1,34.9,RS
2018-06-04,bebes,1,180.4,RJ
2018-01-23,utilidades_domesticas,1,142.0,RJ
2017-04-04,utilidades_domesticas,3,34.9,RJ
2017-02-12,eletroportateis,1,199.9,SP
2018-03-24,construcao_ferramentas_construcao,2,38.9,RJ
2017-07-05,ferramentas_jardim,1,73.56,PI
2018-02-04,bebes,1,21.99,RJ
2017-07-25,cama_mesa_banho,1,134.9,SP
2018-03-04,relogios_presentes,1,148.99,BA
2016-10-10,informatica_acessorios,1,19.0,RJ
2018-05-16,informatica_acessorios,1,1260.0,SP
2018-01-25,informatica_acessorios,1,81.99,BA
2017-07-15,moveis_decoracao,3,49.9,SC
2017-07-24,moveis_decoracao,1,169.0,SP
2018-05-09,informatica_acessorios,1,70.0,RJ
2017-11-08,beleza_saude,1,79.9,PR
2018-07-05,eletrodomesticos,1,120.0,SP
2017-09-27,cool_stuff,1,42.9,PA
2018-03-19,informatica_acessorios,2,25.9,SP
2018-03-24,cama_mesa_banho,1,139.9,SP
2018-03-25,cama_mesa_banho,1,199.0,SC
2018-07-22,eletronicos,1,62.0,SP
2018-08-15,utilidades_domesticas,1,39.97,MG
2018-07-05,esporte_lazer,1,50.0,MG
2018-05-21,moveis_decoracao,1,69.9,RJ
2018-05-05,papelaria,1,45.0,PE
2017-11-23,esporte_lazer,1,139.9,MG
2018-05-22,informatica_acessorios,1,69.9,SC
2018-05-19,perfumaria,1,96.9,SP
2018-06-29,informatica_acessorios,1,73.0,RS
2018-08-16,beleza_saude,1,69.9,SP
2018-04-17,eletronicos,1,19.9,RS
2018-05-12,relogios_presentes,1,478.0,TO
2017-09-12,eletronicos,1,189.9,MG
2017-10-20,ferramentas_jardim,1,89.0,SP
2018-04-19,livros_interesse_geral,1,22.9,SP
2018-06-04,informatica_acessorios,1,24.99,PB
2018-05-08,telefonia,1,98.0,BA
2017-05-31,cool_stuff,2,49.99,MG
2018-04-05,bebes,1,99.99,MG
2017-05-26,eletroportateis,1,100.8,RJ
2017-08-15,relogios_presentes,1,27.9,SP
2017-04-29,beleza_saude,1,89.0,BA
2017-10-10,moveis_sala,1,139.9,MS
2018-01-16,beleza_saude,1,24.9,SP
2018-04-04,esporte_lazer,1,54.99,RS
2018-06-18,relogios_presentes,1,190.0,PE
2018-08-10,cama_mesa_banho,1,64.9,SP
2018-06-02,perfumaria,1,257.9,SP
2018-03-14,brinquedos,1,30.5,PR
2018-08-14,beleza_saude,1,12.0,SC
2018-03-15,eletrodomesticos,1,69.9,AM
2017-11-25,construcao_ferramentas_construcao,1,390.0,RJ
2017-10-24,moveis_cozinha_area_de_servico_jantar_e_jardim,1,58.9,MG
2018-08-17,cama_mesa_banho,2,53.0,SP
2017-12-19,papelaria,1,59.99,SP
2018-01-22,telefonia,1,29.99,SP
2017-12-23,esporte_lazer,1,35.49,SP
2017-01-12,moveis_decoracao,1,99.9,SP
2017-04-05,moveis_decoracao,1,52.99,SP
2018-06-14,automotivo,1,27.9,SP
2018-04-07,relogios_presentes,1,99.9,MS
2017-06-25,beleza_saude,1,34.99,CE
2018-02-10,malas_acessorios,1,149.99,PI
2017-04-15,cama_mesa_banho,1,119.9,RS
2017-11-25,ferramentas_jardim,1,89.99,RJ
2017-12-27,telefonia,1,39.99,SP
2018-08-22,ferramentas_jardim,2,49.9,SP
2017-10-26,perfumaria,1,143.0,RJ
2017-04-28,bebes,1,59.99,DF
2017-08-28,utilidades_domesticas,1,89.9,SP
2018-08-17,cama_mesa_banho,1,17.9,SP
2018-03-05,cama_mesa_banho,1,124.9,MG
2018-05-28,papelaria,1,73.9,SP
2018-07-16,papelaria,1,119.9,SP
2017-04-13,perfumaria,1,12.9,RS
2018-02-11,pet_shop,1,129.9,SP
2017-03-16,fashion_calcados,1,199.7,SP
2018-08-05,bebidas,1,58.0,SP
2017-11-08,informatica_acessorios,1,68.99,SP
2018-04-06,informatica_acessorios,1,84.89,SP
2017-10-13,brinquedos,1,69.0,GO
2017-10-13,brinquedos,1,59.0,GO
2017-12-11,relogios_presentes,1,200.0,PE
2017-11-06,moveis_escritorio,1,139.99,RS
2018-03-08,eletronicos,1,18.9,SP
2018-02-06,pet_shop,1,56.0,RS
2018-08-26,beleza_saude,1,220.0,RJ
2018-08-13,moveis_decoracao,1,17.0,SP
2018-08-08,eletrodomesticos_2,1,795.0,SP
2017-04-23,eletroportateis,1,129.0,SP
2017-11-12,cool_stuff,2,25.99,MG
2017-02-10,pet_shop,1,59.9,SC
2018-04-16,automotivo,1,177.65,SP
2017-08-17,informatica_acessorios,1,175.91,SP
2017-08-17,informatica_acessorios,1,175.9,SP
2018-04-26,esporte_lazer,1,34.9,SP
2017-06-09,utilidades_domesticas,1,22.48,MG
2018-08-24,casa_conforto,1,269.0,SP
2018-04-30,esporte_lazer,1,227.0,RS
2018-02-28,perfumaria,1,117.8,PR
2017-10-07,telefonia,1,21.99,SP
2018-01-06,ferramentas_jardim,1,49.9,BA
2018-04-13,consoles_games,1,697.9,ES
2018-08-06,cama_mesa_banho,2,156.9,SP
2018-05-21,cama_mesa_banho,1,109.9,SP
2018-05-21,cama_mesa_banho,1,86.9,SP
2018-05-16,beleza_saude,1,151.0,RJ
2018-04-03,esporte_lazer,1,23.49,SP
2017-03-24,utilidades_domesticas,1,19.9,RJ
2017-03-15,bebes,1,99.9,RS
2018-05-14,automotivo,1,64.8,SP
2018-06-07,bebes,1,47.9,SC
2018-03-13,cama_mesa_banho,1,39.9,RJ
2017-08-17,fashion_bolsas_e_acessorios,1,129.99,SP
2018-02-17,informatica_acessorios,1,144.41,SP
2017-06-16,moveis_decoracao,1,45.9,GO
2018-02-10,cama_mesa_banho,1,56.99,SP
2018-03-13,esporte_lazer,1,159.99,MG
2018-02-14,esporte_lazer,1,129.9,RJ
2017-11-24,beleza_saude,1,150.0,SP
2018-05-16,telefonia,1,27.99,SP
2018-04-01,papelaria,1,27.9,PA
2017-07-24,moveis_sala,1,114.97,SP
2017-05-28,esporte_lazer,1,82.99,MA
2018-02-15,moveis_decoracao,1,10.99,RJ
2018-01-02,cool_stuff,1,65.0,PE
2018-06-30,cool_stuff,1,89.99,SP
2018-03-23,moveis_escritorio,1,179.99,MG
2018-03-23,moveis_escritorio,1,116.99,MG
2017-10-09,bebes,1,99.0,SP
2017-12-26,cama_mesa_banho,1,39.99,PE
2017-05-06,cool_stuff,1,64.9,SP
2017-03-01,cool_stuff,1,159.2,PR
2017-03-01,cool_stuff,1,598.4,PR
2017-08-12,telefonia,1,80.0,DF
2017-11-19,utilidades_domesticas,1,72.0,RJ
2017-10-24,relogios_presentes,1,689.0,SP
2017-08-04,bebes,1,50.0,ES
2017-11-29,beleza_saude,1,498.9,SP
2018-07-07,beleza_saude,2,18.49,SP
2017-07-15,bebes,1,50.0,SP
2017-06-04,beleza_saude,1,79.9,RJ
2018-06-11,fashion_bolsas_e_acessorios,1,121.9,PR
2017-11-07,cama_mesa_banho,1,69.2,MG
2018-07-10,telefonia,1,23.99,PR
2018-08-09,cama_mesa_banho,1,56.1,RS
2017-08-08,bebidas,1,10.0,SP
2018-05-15,utilidades_domesticas,1,89.9,SP
2018-05-04,automotivo,1,39.99,SP
2017-07-04,perfumaria,1,56.99,MG
2018-01-20,brinquedos,1,119.9,GO
2018-01-11,beleza_saude,1,89.99,MG
2018-03-16,cama_mesa_banho,1,59.9,PR
2018-06-23,malas_acessorios,1,119.9,SP
2018-07-20,bebes,1,52.0,SP
2018-04-29,construcao_ferramentas_construcao,1,22.97,MG
2018-04-16,bebes,1,79.9,MS
2018-08-16,informatica_acessorios,1,24.99,RS
2017-08-16,utilidades_domesticas,1,219.9,SP
2017-08-07,esporte_lazer,1,44.8,MG
2018-07-01,utilidades_domesticas,5,130.0,PB
2018-02-14,perfumaria,1,55.9,GO
2017-05-23,beleza_saude,1,98.0,BA
2018-01-06,relogios_presentes,1,899.0,SP
2018-03-27,cama_mesa_banho,1,44.9,SC
2018-06-17,esporte_lazer,1,59.9,RJ
2018-05-04,esporte_lazer,1,53.0,SP
2018-03-21,beleza_saude,1,24.9,BA
2018-03-28,bebes,1,119.9,SP
2017-05-30,cool_stuff,1,129.99,RS
2018-01-10,eletronicos,1,18.9,PB
2018-01-10,cama_mesa_banho,1,74.9,RS
2018-02-17,industria_comercio_e_negocios,1,104.0,SP
2017-12-19,esporte_lazer,1,107.0,RJ
2018-07-04,esporte_lazer,1,69.0,SC
2018-02-16,relogios_presentes,6,26.74,SC
2018-07-04,bebes,1,243.0,MG
2018-02-28,relogios_presentes,1,1200.0,RJ
2018-07-21,brinquedos,1,29.9,SP
2018-03-30,brinquedos,1,45.99,SP
2018-05-10,moveis_decoracao,1,12.99,RS
2018-03-27,eletrodomesticos,1,329.9,RS
2018-05-31,relogios_presentes,1,225.0,RJ
2018-01-05,industria_comercio_e_negocios,1,110.0,SC
2018-07-19,telefonia,1,48.99,SP
2018-07-25,telefonia,1,170.0,SE
2017-06-01,cama_mesa_banho,1,34.9,RS
2017-08-28,malas_acessorios,1,118.9,MG
2017-06-06,cool_stuff,1,629.0,MG
2017-09-20,bebes,1,64.99,MG
2017-06-02,cama_mesa_banho,1,89.9,RJ
2018-07-16,cama_mesa_banho,1,149.9,MG
2018-06-28,informatica_acessorios,1,59.99,PB
2018-06-06,informatica_acessorios,2,89.9,SP
2018-07-21,bebes,1,39.99,SP
2017-06-24,beleza_saude,1,45.96,RJ
2017-10-12,relogios_presentes,1,55.0,SP
2018-01-16,relogios_presentes,1,56.0,PA
2017-10-10,moveis_decoracao,1,66.0,PE
2017-09-20,cama_mesa_banho,1,149.9,RJ
2017-10-17,eletronicos,1,59.99,SP
2018-08-23,esporte_lazer,1,49.9,SP
2017-11-15,pet_shop,1,80.0,SP
2018-02-09,automotivo,1,69.9,SP
2018-07-28,alimentos,1,9.99,PR
2018-04-22,cama_mesa_banho,1,299.0,SP
2018-07-17,agro_industria_e_comercio,1,76.0,SP
2018-03-15,beleza_saude,1,26.5,RS
2018-08-01,esporte_lazer,1,190.0,RJ
2018-03-16,utilidades_domesticas,2,44.9,SP
2018-01-02,cama_mesa_banho,1,105.9,RJ
2018-01-02,cama_mesa_banho,1,105.9,RJ
2017-03-01,moveis_escritorio,1,176.96,RJ
2018-07-17,beleza_saude,1,122.99,GO
2018-06-04,cama_mesa_banho,1,70.0,SP
2017-10-30,cama_mesa_banho,1,105.6,RN
2017-10-30,cama_mesa_banho,2,129.98,RN
2017-11-08,fashion_bolsas_e_acessorios,1,20.3,SP
2018-05-29,livros_interesse_geral,1,39.99,SP
2017-01-24,moveis_decoracao,1,63.99,RS
2018-01-01,cama_mesa_banho,1,58.67,SP
2017-12-08,esporte_lazer,1,65.6,RS
2018-04-16,ferramentas_jardim,1,139.9,SP
2018-07-15,utilidades_domesticas,1,135.0,RS
2018-08-07,beleza_saude,1,29.9,SP
2017-12-03,automotivo,1,40.0,MG
2018-01-14,moveis_decoracao,1,88.34,AC
2017-12-06,perfumaria,1,149.9,SP
2017-11-12,automotivo,1,117.3,SP
2018-03-27,moveis_escritorio,1,116.99,BA
2018-04-25,construcao_ferramentas_ferramentas,2,45.9,GO
2017-05-15,cool_stuff,1,69.99,RS
2017-05-15,cama_mesa_banho,1,49.9,RS
2017-09-24,brinquedos,1,89.8,SP
2018-02-13,utilidades_domesticas,1,29.9,SP
2018-08-25,beleza_saude,1,492.75,SP
2017-12-07,livros_interesse_geral,1,34.0,RN
2017-12-07,livros_interesse_geral,1,34.0,RN
2018-05-31,relogios_presentes,1,2200.0,RJ
2018-05-31,relogios_presentes,1,2200.0,RJ
2018-08-07,livros_importados,1,749.0,MA
2017-11-24,perfumaria,1,32.0,SP
2018-08-02,eletrodomesticos_2,1,499.99,MS
2017-12-03,eletronicos,1,12.95,SP
2017-06-12,moveis_decoracao,1,79.9,MG
2018-04-28,automotivo,1,169.99,SP
2018-02-27,esporte_lazer,1,45.9,SP
2018-04-18,telefonia,1,24.99,SP
2018-06-04,papelaria,1,119.9,BA
2017-05-16,utilidades_domesticas,1,152.72,MS
2018-05-02,pet_shop,1,114.99,SP
2018-06-30,construcao_ferramentas_construcao,1,42.97,ES
2017-06-02,esporte_lazer,1,209.9,SP
2018-03-01,cama_mesa_banho,2,29.99,SP
2018-03-01,cama_mesa_banho,2,29.99,SP
2017-05-28,cama_mesa_banho,2,89.9,DF
2018-02-14,utilidades_domesticas,1,49.99,SP
2018-06-18,eletronicos,1,18.0,CE
2017-09-13,brinquedos,1,99.99,RJ
2018-01-27,esporte_lazer,1,29.0,SC
2017-06-14,cama_mesa_banho,1,79.9,MG
2018-01-03,telefonia,1,27.99,PR
2018-04-27,beleza_saude,1,503.34,SC
2018-02-02,construcao_ferramentas_construcao,3,12.9,SP
2017-06-12,telefonia,1,15.99,SP
2018-03-22,agro_industria_e_comercio,1,19.5,SP
2017-11-26,construcao_ferramentas_construcao,1,109.9,SP
2018-08-15,portateis_casa_forno_e_cafe,1,98.0,SC
2017-12-28,cama_mesa_banho,1,207.0,RJ
2018-01-29,informatica_acessorios,2,149.0,PR
2018-03-06,beleza_saude,1,49.99,PE
2017-08-26,automotivo,1,338.0,PI
2017-10-20,consoles_games,1,79.99,RJ
2018-05-25,cama_mesa_banho,1,64.9,SP
2018-04-03,beleza_saude,1,399.2,SP
2017-07-25,esporte_lazer,1,23.1,SP
2018-01-11,cool_stuff,1,29.5,MG
2018-03-04,pet_shop,1,60.0,RS
2017-03-28,utilidades_domesticas,1,12.5,SP
2018-01-08,automotivo,1,389.9,BA
2018-05-13,cama_mesa_banho,1,58.99,SP
2017-12-19,consoles_games,1,130.76,SC
2018-01-26,esporte_lazer,1,169.0,PR
2017-12-01,brinquedos,1,99.99,RJ
2018-06-27,moveis_decoracao,1,75.0,RJ
2018-08-20,perfumaria,1,56.0,SP
2018-05-10,ferramentas_jardim,1,2689.0,BA
2018-05-19,eletronicos,1,2470.5,SP
2018-02-20,beleza_saude,4,34.9,RJ
2018-08-13,beleza_saude,1,23.99,DF
2018-05-14,moveis_quarto,2,89.99,RJ
2017-03-03,utilidades_domesticas,1,159.99,RJ
2017-07-05,relogios_presentes,2,29.0,RJ
2018-03-22,cama_mesa_banho,1,107.6,SP
2018-04-07,telefonia,1,199.9,CE
2018-05-18,relogios_presentes,1,124.9,SP
2018-01-05,cama_mesa_banho,1,70.0,RS
2018-02-22,bebes,1,47.5,SP
2017-02-11,perfumaria,1,9.9,PR
2017-05-13,telefonia,1,99.0,SP
2018-05-14,relogios_presentes,1,55.0,RJ
2017-12-01,cama_mesa_banho,1,89.9,MS
2018-07-08,moveis_escritorio,1,179.99,RJ
2018-06-24,beleza_saude,1,135.2,ES
2017-06-12,informatica_acessorios,1,34.9,SP
2018-02-07,ferramentas_jardim,1,99.9,PR
2017-08-13,ferramentas_jardim,1,18.51,SC
2017-11-16,relogios_presentes,1,29.0,BA
2017-11-16,relogios_presentes,1,29.0,BA
2018-07-27,audio,1,110.0,DF
2018-02-14,beleza_saude,1,89.9,MT
2017-09-17,cama_mesa_banho,1,159.0,SP
2018-05-05,beleza_saude,1,27.3,SP
2017-02-23,brinquedos,1,44.95,SP
2018-05-10,moveis_decoracao,1,55.5,PR
2017-11-25,bebes,1,39.9,MG
2017-03-13,fashion_bolsas_e_acessorios,1,49.0,MG
2018-08-03,ferramentas_jardim,1,30.99,SP
2017-06-05,cama_mesa_banho,1,120.7,RS
2018-08-18,moveis_decoracao,2,18.99,SP
2018-05-16,moveis_decoracao,1,159.0,MA
2017-09-02,telefonia,1,16.9,MA
2018-04-07,utilidades_domesticas,1,69.9,RJ
2017-09-16,esporte_lazer,1,340.0,SC
2018-07-05,papelaria,1,79.0,SP
2018-06-04,beleza_saude,1,66.99,SE
2018-02-18,brinquedos,1,379.9,SP
2017-06-23,informatica_acessorios,4,17.5,RJ
2018-02-18,informatica_acessorios,1,38.9,MG
2017-12-06,bebes,1,130.0,PR
2017-06-01,perfumaria,1,179.0,RJ
2017-11-22,consoles_games,1,24.5,SP
2018-02-20,automotivo,1,143.8,SP
2017-06-22,informatica_acessorios,1,349.0,MG
2017-03-19,eletrodomesticos,1,32.9,SP
2018-01-24,moveis_decoracao,1,49.0,MG
2018-01-19,brinquedos,1,499.99,SP
2018-03-26,informatica_acessorios,1,94.0,PR
2018-05-15,papelaria,1,219.9,SP
2017-02-23,utilidades_domesticas,1,208.9,MG
2018-03-02,esporte_lazer,1,217.0,SP
2017-03-23,esporte_lazer,1,356.0,MG
2018-06-06,cool_stuff,1,199.0,PE
2017-12-02,cama_mesa_banho,1,192.2,SP
2017-04-26,cama_mesa_banho,1,109.9,BA
2017-04-26,cama_mesa_banho,1,119.99,BA
2017-04-26,papelaria,1,24.9,RJ
2017-11-22,brinquedos,1,165.9,RJ
2018-02-02,perfumaria,1,117.9,SP
2017-02-14,cama_mesa_banho,4,129.9,PR
2017-11-22,perfumaria,1,56.99,SP
2017-11-13,esporte_lazer,1,119.9,SP
2017-07-07,cama_mesa_banho,2,99.9,RS
2018-04-02,relogios_presentes,1,169.0,RJ
2018-07-13,beleza_saude,1,66.99,AL
2017-11-27,beleza_saude,1,84.99,SP
2018-01-22,automotivo,4,89.9,SP
2018-07-19,moveis_decoracao,1,129.9,SP
2017-11-26,esporte_lazer,1,57.8,SP
2017-11-26,esporte_lazer,1,51.8,SP
2018-01-31,informatica_acessorios,1,29.99,RS
2017-12-27,papelaria,1,39.9,SC
2017-03-20,moveis_decoracao,1,39.9,SP
2018-02-06,cama_mesa_banho,1,43.92,GO
2018-05-21,malas_acessorios,1,54.54,MG
2018-03-06,sinalizacao_e_seguranca,2,84.99,SE
2017-11-11,cama_mesa_banho,1,59.4,ES
2018-07-04,esporte_lazer,1,135.0,MG
2018-03-12,cama_mesa_banho,5,53.0,SP
2018-05-09,informatica_acessorios,1,39.9,SP
2018-08-01,relogios_presentes,1,149.0,PE
2017-03-07,automotivo,1,310.0,RJ
2017-03-26,cama_mesa_banho,1,119.9,SP
2017-06-05,esporte_lazer,1,46.9,SP
2018-05-07,beleza_saude,1,64.99,SP
2017-07-31,brinquedos,1,49.99,MG
2018-04-28,beleza_saude,1,99.0,SP
2017-12-28,consoles_games,1,24.5,SP
2017-08-26,relogios_presentes,1,229.9,SP
2017-08-10,brinquedos,1,31.99,PR
2017-05-15,moveis_decoracao,1,59.9,SP
2017-11-28,cama_mesa_banho,1,42.99,RS
2017-11-22,construcao_ferramentas_construcao,1,42.11,RJ
2017-09-06,beleza_saude,2,23.99,PR
2018-02-26,informatica_acessorios,1,74.9,MS
2018-08-21,construcao_ferramentas_ferramentas,1,90.0,RJ
2017-08-15,informatica_acessorios,1,513.9,SP
2018-02-05,esporte_lazer,1,29.5,MT
2018-05-12,cool_stuff,1,89.99,SP
2017-05-21,relogios_presentes,1,197.8,MG
2017-07-02,pet_shop,1,84.5,RJ
2018-08-14,cama_mesa_banho,1,41.99,SP
2018-04-09,ferramentas_jardim,1,110.0,MG
2018-08-12,informatica_acessorios,1,22.32,MG
2018-06-10,informatica_acessorios,1,77.0,PE
2017-04-28,moveis_decoracao,1,39.99,PR
2018-07-31,bebes,1,49.9,BA
2018-07-17,utilidades_domesticas,1,149.97,SP
2017-07-17,esporte_lazer,1,19.99,SC
2018-08-11,utilidades_domesticas,1,69.9,SP
2017-08-16,relogios_presentes,1,29.99,SP
2018-03-24,automotivo,1,42.0,DF
2017-10-19,cool_stuff,1,118.9,RJ
2018-02-17,utilidades_domesticas,1,18.95,SP
2018-01-23,ferramentas_jardim,1,49.9,SP
2018-01-23,ferramentas_jardim,1,49.9,SP
2017-11-24,cama_mesa_banho,1,149.9,MG
2018-08-24,audio,1,138.9,RJ
2017-02-13,moveis_decoracao,1,49.0,RS
2018-07-30,relogios_presentes,1,78.0,SP
2017-10-17,pet_shop,4,22.0,SP
2017-12-16,relogios_presentes,1,69.0,BA
2018-01-29,relogios_presentes,1,148.0,ES
2018-01-15,ferramentas_jardim,1,228.0,MG
2017-06-30,perfumaria,1,178.5,RJ
2017-12-27,relogios_presentes,1,194.8,RJ
2018-05-04,relogios_presentes,2,99.9,RJ
2017-04-29,telefonia,1,17.99,SE
2018-01-17,cool_stuff,1,29.5,SP
2017-10-17,informatica_acessorios,1,149.99,PA
2017-03-13,brinquedos,1,99.99,MG
2018-06-21,moveis_decoracao,1,24.9,ES
2017-07-25,telefonia,1,75.0,SP
2017-11-23,informatica_acessorios,1,137.9,GO
2018-05-12,telefonia,1,29.99,PI
2017-12-16,beleza_saude,1,159.9,RJ
2017-09-17,moveis_decoracao,1,75.0,SP
2017-06-06,brinquedos,1,42.99,PA
2018-04-20,ferramentas_jardim,1,249.9,RJ
2017-07-10,cama_mesa_banho,1,35.0,SP
2018-05-15,informatica_acessorios,1,79.9,SP
2018-04-03,utilidades_domesticas,1,34.0,SP
2018-06-06,eletronicos,1,12.0,GO
2017-03-03,cool_stuff,1,25.0,SC
2017-11-24,beleza_saude,1,38.9,RS
2017-12-11,esporte_lazer,1,68.99,SP
2018-05-19,brinquedos,1,89.9,SP
2018-05-12,beleza_saude,1,55.5,GO
2017-04-05,esporte_lazer,1,94.9,ES
2018-07-15,beleza_saude,1,124.9,SP
2017-08-22,brinquedos,1,269.9,MG
2018-02-21,informatica_acessorios,1,170.9,MG
2018-07-02,informatica_acessorios,1,124.88,SC
2017-11-24,brinquedos,1,69.99,SP
2017-11-28,ferramentas_jardim,1,1050.0,DF
2018-05-22,utilidades_domesticas,1,47.9,SP
2018-08-09,relogios_presentes,1,146.0,SP
2017-12-30,consoles_games,1,24.5,SP
2017-08-25,cool_stuff,1,42.9,RJ
2018-05-16,informatica_acessorios,1,105.0,RJ
2017-11-26,brinquedos,1,50.0,MG
2018-06-28,cama_mesa_banho,1,59.9,SP
2017-03-27,moveis_decoracao,1,119.9,SP
2017-08-12,moveis_decoracao,1,45.8,RJ
2018-01-22,perfumaria,1,117.9,SP
2018-04-12,esporte_lazer,1,16.0,SP
2017-09-03,beleza_saude,1,76.9,CE
2018-08-18,utilidades_domesticas,1,123.0,SP
2017-04-28,moveis_decoracao,1,129.0,BA
2017-03-13,moveis_decoracao,1,89.9,SP
2017-09-13,moveis_decoracao,1,89.9,PE
2018-04-05,informatica_acessorios,1,40.0,RS
2017-12-10,brinquedos,1,249.99,RJ
2017-05-14,automotivo,2,43.99,RJ
2018-02-22,relogios_presentes,1,145.0,SP
2017-10-20,cool_stuff,1,610.0,RN
2018-06-18,informatica_acessorios,1,28.0,SC
2017-02-16,relogios_presentes,1,239.0,SP
2017-12-04,relogios_presentes,1,55.0,SP
2018-08-05,utilidades_domesticas,1,43.9,TO
2017-08-15,automotivo,1,117.3,MG
2017-11-26,moveis_decoracao,1,99.9,SP
2018-05-11,livros_interesse_geral,1,87.0,AM
2018-07-31,cama_mesa_banho,1,39.99,SP
2018-02-18,cool_stuff,1,130.0,MG
2018-03-12,esporte_lazer,1,139.99,RS
2017-08-07,cama_mesa_banho,1,45.95,SP
2018-07-04,beleza_saude,1,110.32,SP
2018-07-04,beleza_saude,1,110.32,SP
